,numero_atomi,area_px,num_pixels,perimeter_px,circularity,solidity,compactness,feret_diameter,eccentricity,total_energy,total_energy_div_n_atomi
0,434.0,72.0,416.0,46.952178716659546,0.8142309170412955,6.201190476190476,0.07364270749648269,0.5224044169458275,0.5065288588532078,-3922.93889213,-9.039029705368664
1,343.0,923.0,2085.0,144.5221643447876,0.7813160883335938,53.99636037378115,0.011690630356701587,0.7789862272423727,0.18347998001500593,-3048.24802863,-8.887020491632654
2,300.0,1326.5,2663.0,284.1821217536926,0.6038632402582614,50.73485703056001,0.02384082258658542,0.9159332408733378,0.4246159382390993,-2599.37060502,-8.664568683399999
3,381.0,571.5,1500.0,144.86750030517578,0.7179385108456551,38.201104549431314,0.025192665106906736,0.8024532703997,0.4268216028797311,-3395.45146843,-8.91194611136483
4,373.0,679.5,1462.0,123.78350567817688,0.5572803997991347,56.625,0.015423705446467992,0.9421695841658883,0.5422672084226071,-3338.75186219,-8.951077378525468
5,382.0,619.0,1190.0,106.04931545257568,0.6916474403706561,61.9,0.015267858579112297,0.8671902861747027,0.2934486104282357,-3438.92076591,-9.002410381963351
6,413.0,264.0,917.0,139.54217767715454,0.5494835185414662,14.758411495911496,0.09086168441963322,0.8212116528445317,0.551962419091812,-3701.55861403,-8.962611656246974
7,424.0,208.0,575.0,54.10628533363342,0.8928484767660699,17.333333333333332,0.024477342078633404,0.7089490077940541,0.33791544979635457,-3846.68525775,-9.07237089091981
8,340.0,1513.0,3582.0,298.74810791015625,0.5927497279090936,62.86662268754966,0.016796541295287085,0.9983077222286019,0.7090638251355015,-2988.95623919,-8.79104776232353
9,367.0,731.0,1575.0,125.32265615463257,0.7445697230413448,50.078252231125,0.013672303404097266,0.827007809188719,0.28581427818217625,-3284.47090269,-8.949511996430518
10,397.0,463.5,1056.0,84.36315941810608,0.8183779716483748,46.35,0.014540924346631321,0.7741363016144661,0.13494129419874817,-3586.23289259,-9.033332223148616
11,365.0,749.0,2053.0,178.29741263389587,0.4664563662573558,65.9938621866192,0.02096617793690877,1.0711381772778024,0.7725999474884158,-3235.8118323,-8.865237896712328
12,388.0,576.0,1156.0,111.69380927085876,0.5801952142540461,44.30769230769231,0.0187360435731374,0.9228937485638787,0.43664260578184,-3490.10111072,-8.995105955463918
13,375.0,687.5,1258.0,118.82886457443237,0.6118411347436039,49.107142857142854,0.016326404458504164,0.9021364387725588,0.21655124180208063,-3374.46356306,-8.998569501493334
14,385.0,492.5,1533.0,151.62186527252197,0.74234759490488,24.826723068245915,0.03066922890776299,0.736975650257791,0.5198954194277996,-3425.99246664,-8.898681731532468
15,408.0,336.0,837.0,71.62399935722351,0.8230609672360991,30.545454545454547,0.01824115777693703,0.7604312428023119,0.416597790450531,-3683.58583529,-9.028396655122549
16,285.0,2512.0,4425.0,353.1856038570404,0.5016140102796265,176.44877267686533,0.011387669788651333,1.168978127774031,0.5857183749723361,-2490.9527432,-8.740185063859649
17,343.0,1013.5,2208.0,143.18137383460999,0.6212416531114223,67.56666666666666,0.009161154939640192,0.963428179140194,0.6994206002686408,-3054.4922481,-8.905225213119532
18,371.0,736.0,1394.0,127.94806909561157,0.5649632596519717,73.6,0.015956104954166335,0.8854686389652481,0.11566180977638352,-3333.06849994,-8.984012129218328
19,381.0,608.0,1348.0,144.44295024871826,0.6385553033856001,36.38850054824561,0.0260618763486432,0.8404110023392397,0.44908528405007386,-3405.52272325,-8.93837985104987
20,381.0,1407.5,3579.0,373.85867834091187,0.37586407993006027,50.00582198539569,0.0297551607903235,1.0668331038783738,0.7480704082116887,-3398.23387198,-8.919249007821522
